,humidity,temperature,CO2,TVOC,CCTEMP,time
0,,,400.0,0.0,25.0,0.17676162719726562
1,,,400.0,0.0,25.0,1.2145957946777344
2,,,403.0,0.0,25.0,2.16513729095459
3,,,403.0,0.0,25.0,3.1588399410247803
4,,,435.0,5.0,25.8,4.195925951004028
5,,,553.0,23.0,25.0,5.146224021911621
6,,,821.0,64.0,25.0,6.140685796737671
7,95.0,26.1,1081.0,103.0,-59.7,7.1718339920043945
8,95.0,26.1,923.0,79.0,25.8,8.222076177597046
9,95.0,26.1,923.0,79.0,25.0,9.127145767211914
10,43.0,24.9,715.0,47.0,25.0,10.144989013671875
11,43.0,24.9,588.0,28.0,25.0,11.114586591720581
12,43.0,24.9,530.0,19.0,25.0,12.108398199081421
13,42.0,25.2,497.0,14.0,25.0,13.126598358154297
14,42.0,25.2,450.0,7.0,25.0,14.093966484069824
15,42.0,25.2,439.0,5.0,25.0,15.087989330291748
16,41.0,24.9,2324.0,293.0,25.0,16.1078097820282
17,41.0,24.9,7992.0,1156.0,25.8,17.079548358917236
18,41.0,24.9,7992.0,1156.0,25.8,18.07379961013794
19,71.0,24.9,7582.0,1094.0,25.8,19.092101573944092
20,71.0,24.9,5483.0,774.0,24.41,20.05799913406372
21,71.0,24.9,7992.0,1156.0,25.8,21.05394673347473
22,95.0,25.6,4813.0,672.0,25.8,22.071911096572876
23,95.0,25.6,7567.0,1091.0,25.8,23.04016900062561
24,95.0,25.6,7992.0,1156.0,25.8,24.033439874649048
25,95.0,25.5,7992.0,1156.0,25.8,25.051519632339478
26,95.0,25.5,7992.0,1156.0,26.41,26.022032737731934
27,95.0,25.5,7215.0,1038.0,26.41,27.015467882156372
28,95.0,25.8,7334.0,1056.0,26.41,28.034706830978394
29,95.0,25.8,6117.0,870.0,26.41,29.002095937728882
30,95.0,25.8,4214.0,581.0,26.41,29.993746995925903
31,95.0,25.8,7992.0,1156.0,26.41,31.015361785888672
32,95.0,25.8,4214.0,581.0,26.41,31.980441093444824
33,95.0,25.8,2900.0,380.0,26.41,32.97603416442871
34,95.0,26.2,5471.0,772.0,26.41,33.994686126708984
35,95.0,26.2,3476.0,468.0,26.41,34.963298082351685
36,95.0,26.2,3607.0,488.0,26.41,35.95439052581787
37,95.0,26.8,6219.0,886.0,26.41,36.97440576553345
38,95.0,26.8,4158.0,572.0,26.41,37.94575881958008
39,95.0,26.8,4102.0,563.0,26.41,38.93723154067993
40,95.0,27.0,2523.0,323.0,26.41,39.95684051513672
41,95.0,27.0,1951.0,236.0,26.41,40.92541837692261
42,95.0,27.0,1685.0,195.0,25.0,41.918954610824585
43,95.0,27.1,1255.0,130.0,26.41,42.937065839767456
44,95.0,27.1,1075.0,102.0,26.41,43.90546369552612
45,95.0,27.1,1075.0,102.0,26.41,44.89980721473694
46,95.0,27.2,996.0,90.0,26.41,45.91556429862976
47,95.0,27.2,876.0,72.0,26.41,46.8838255405426
48,95.0,27.2,891.0,74.0,26.41,47.878398180007935
49,95.0,27.2,816.0,63.0,26.41,48.89673185348511
50,95.0,27.2,745.0,52.0,26.41,49.86567401885986
51,95.0,27.2,693.0,44.0,26.41,50.858827114105225
52,95.0,26.8,693.0,44.0,25.0,51.876282930374146
53,95.0,26.8,610.0,31.0,26.41,52.843745470047
54,95.0,26.8,542.0,21.0,26.41,53.83942246437073
55,95.0,26.7,518.0,17.0,25.8,54.85977530479431
56,95.0,26.7,497.0,14.0,26.41,55.82546257972717
57,95.0,26.7,490.0,13.0,26.41,56.82068681716919
58,95.0,26.5,483.0,12.0,25.8,57.840484857559204
59,95.0,26.5,477.0,11.0,25.8,58.807847023010254
60,95.0,26.5,472.0,10.0,25.8,59.80107092857361
61,95.0,26.4,466.0,10.0,25.8,60.82102918624878
62,95.0,26.4,466.0,10.0,25.8,61.78918528556824
63,95.0,26.4,466.0,10.0,25.8,62.78250026702881
64,86.0,26.3,463.0,9.0,25.8,63.80023789405823
65,86.0,26.3,459.0,8.0,26.41,64.7679512500763
66,86.0,26.3,457.0,8.0,25.8,65.76316261291504
67,77.0,26.2,456.0,8.0,25.8,66.78095817565918
68,77.0,26.2,456.0,8.0,25.8,67.74960613250732
69,77.0,26.2,457.0,8.0,25.8,68.74319553375244
70,70.0,26.2,456.0,8.0,25.8,69.76051735877991
71,70.0,26.2,475.0,11.0,27.67,70.72900223731995
72,70.0,26.2,480.0,12.0,25.8,71.72360277175903
73,60.0,26.1,466.0,10.0,25.8,72.7449893951416
74,60.0,26.1,4214.0,581.0,25.8,73.71201825141907
75,60.0,26.1,4319.0,597.0,25.8,74.70918321609497
76,56.0,26.1,6219.0,886.0,25.8,75.7269139289856
77,56.0,26.1,5561.0,786.0,25.8,76.69666719436646
78,56.0,26.1,6032.0,858.0,25.8,77.68967390060425
79,95.0,26.2,4874.0,681.0,26.41,78.70521569252014
80,95.0,26.2,5237.0,736.0,25.8,79.67628836631775
81,95.0,26.2,5832.0,827.0,26.41,80.66838097572327
82,95.0,26.2,1756.0,206.0,25.8,81.68858861923218
83,95.0,26.2,982.0,88.0,25.8,82.6553840637207
84,95.0,26.2,1193.0,120.0,26.41,83.65071082115173
85,95.0,26.3,1102.0,106.0,26.41,84.6702048778534
86,95.0,26.3,933.0,81.0,26.41,85.6354820728302
87,95.0,26.3,730.0,50.0,25.8,86.63030910491943
88,95.0,26.4,597.0,30.0,25.8,87.64884376525879
89,95.0,26.4,614.0,32.0,25.8,88.61707758903503
90,95.0,26.4,620.0,33.0,26.41,89.6110098361969
91,83.0,26.2,545.0,22.0,25.8,90.629802942276
92,83.0,26.2,515.0,17.0,25.8,91.59762716293335
93,83.0,26.2,507.0,16.0,25.8,92.59067845344543
94,75.0,26.1,496.0,14.0,25.8,93.60819005966187
95,75.0,26.1,486.0,13.0,25.8,94.57999181747437
96,75.0,26.1,500.0,15.0,25.8,95.57294178009033
97,68.0,26.1,500.0,15.0,25.8,96.58971214294434
98,68.0,26.1,502.0,15.0,25.8,97.55983471870422
99,68.0,26.1,490.0,13.0,25.8,98.55469274520874
100,60.0,26.2,496.0,14.0,25.8,99.57158255577087
101,60.0,26.2,525.0,19.0,25.8,100.5412049293518
102,60.0,26.2,529.0,19.0,25.8,101.5340940952301
103,52.0,26.0,525.0,19.0,25.8,102.55023980140686
104,52.0,26.0,568.0,25.0,25.8,103.5219316482544
105,52.0,26.0,599.0,30.0,25.8,104.51548027992249
106,51.0,26.1,594.0,29.0,25.8,105.53327512741089
107,51.0,26.1,539.0,21.0,25.8,106.50350189208984
108,51.0,26.1,542.0,21.0,25.8,107.49625658988953
109,50.0,26.0,544.0,21.0,27.04,108.5134665966034
110,50.0,26.0,537.0,20.0,25.8,109.48360633850098
111,50.0,26.0,548.0,22.0,26.41,110.47760605812073
112,47.0,26.0,503.0,15.0,25.8,111.49584865570068
113,47.0,26.0,599.0,30.0,25.8,112.46553111076355
114,47.0,26.0,640.0,36.0,25.8,113.45829224586487
115,45.0,26.0,542.0,21.0,25.8,114.47706508636475
116,45.0,26.0,778.0,57.0,25.8,115.44483351707458
117,45.0,26.0,793.0,59.0,25.8,116.43714833259583
118,43.0,25.9,711.0,47.0,25.8,117.45820665359497
119,43.0,25.9,753.0,53.0,25.8,118.42608547210693
120,37.00,25.50,563,24,"25.80
",0.8622236251831055
121,39.00,24.90,553,23,"25.80
",1.8834941387176514
122,39.00,24.90,553,23,"25.80
",2.8502016067504883
123,39.00,24.90,545,22,"25.80
",3.8447537422180176
124,39.00,24.80,492,14,"25.80
",4.863830804824829
125,39.00,24.80,447,7,"25.80
",5.830601692199707
126,39.00,24.80,427,4,"25.00
",6.822497129440308
127,39.00,25.40,419,2,"25.80
",7.843467473983765
128,39.00,25.40,416,2,"25.80
",8.81319785118103
129,39.00,25.40,415,2,"25.80
",9.805700778961182
130,38.00,24.90,493,14,"25.80
",10.824679613113403
131,38.00,24.90,518,17,"25.80
",11.795779943466187
132,38.00,24.90,544,21,"25.80
",12.785674810409546
133,38.00,25.30,544,21,"25.00
",13.80741024017334
134,38.00,25.30,525,19,"25.80
",14.776051998138428
135,38.00,25.30,500,15,"25.80
",15.766236782073975
136,38.00,24.90,5322,749,"25.80
",16.78787064552307
137,38.00,24.90,5561,786,"25.80
",17.758790016174316
138,38.00,24.90,2068,254,"25.80
",18.75273609161377
139,90.00,24.80,1352,145,"25.80
",19.77103281021118
140,90.00,24.80,1266,131,"25.80
",20.73843479156494
141,90.00,24.80,885,73,"25.80
",21.72999882698059
142,95.00,25.90,826,64,"26.41
",22.749921560287476
143,95.00,25.90,758,54,"25.80
",23.715818166732788
144,95.00,25.90,652,38,"25.00
",24.710987329483032
145,95.00,25.50,614,32,"25.80
",25.731327533721924
146,95.00,25.50,571,26,"25.80
",26.699275255203247
147,95.00,25.50,503,15,"25.80
",27.691510438919067
148,85.00,25.20,487,13,"26.41
",28.71118974685669
149,85.00,25.20,496,14,"26.41
",29.680110692977905
150,85.00,25.20,497,14,"25.80
",30.67325758934021
151,75.00,25.90,475,11,"26.41
",31.691951036453247
152,75.00,25.90,461,9,"24.41
",32.65744638442993
153,75.00,25.90,456,8,"25.80
",33.65388631820679
154,69.00,25.70,452,7,"25.80
",34.67141532897949
155,69.00,25.70,445,6,"25.80
",35.63976263999939
156,69.00,25.70,443,6,"25.80
",36.63390755653381
157,57.00,25.10,447,7,"25.80
",37.65155005455017
158,47.00,25.80,438,5,"25.80
",0.8709084987640381
159,45.00,25.00,433,5,"25.80
",1.8930394649505615
160,45.00,25.00,423,3,"25.80
",2.8601996898651123
161,45.00,25.00,425,3,"25.80
",3.8556296825408936
162,44.00,25.00,427,4,"25.80
",4.87248682975769
163,44.00,25.00,428,4,"28.96
",5.8413918018341064
164,44.00,25.00,1352,145,"25.80
",6.836629867553711
165,42.00,24.80,6117,870,"26.41
",7.857435464859009
166,42.00,24.80,5734,812,"27.67
",8.825624704360962
167,42.00,24.80,4444,616,"26.41
",9.819802522659302
168,95.00,25.30,4158,572,"25.80
",10.838414192199707
169,95.00,25.30,2576,331,"26.41
",11.805572986602783
170,95.00,25.30,5734,812,"26.41
",12.799920320510864
171,95.00,25.90,7992,1156,"26.41
",13.820014238357544
172,95.00,25.90,7992,1156,"26.41
",14.786529779434204
173,95.00,25.90,7992,1156,"26.41
",15.779675960540771
174,95.00,26.10,7992,1156,"26.41
",16.797858238220215
175,95.00,26.10,6117,870,"25.80
",17.767882823944092
176,95.00,26.10,7215,1038,"26.41
",18.76195764541626
177,95.00,26.50,5934,843,"26.41
",19.778691053390503
178,95.00,26.50,6424,917,"27.04
",20.747180223464966
179,95.00,26.50,5016,703,"27.04
",21.740343809127808
180,95.00,27.20,4626,643,"25.80
",22.76046347618103
181,95.00,27.20,4319,597,"27.04
",23.7298424243927
182,95.00,27.20,4504,625,"27.04
",24.719428300857544
183,95.00,27.70,4626,643,"27.04
",25.74025273323059
184,95.00,27.70,4693,654,"27.04
",26.710058450698853
185,95.00,27.70,2900,380,"27.04
",27.70027780532837
186,95.00,27.90,1659,191,"27.04
",28.721885204315186
187,95.00,27.90,1420,155,"27.04
",29.68937349319458
188,95.00,27.90,982,88,"27.04
",30.681447744369507
189,95.00,28.40,807,62,"27.04
",31.700834035873413
190,95.00,28.40,885,73,"27.04
",32.66772270202637
191,95.00,28.40,820,63,"27.04
",33.662532806396484
192,95.00,28.20,880,73,"27.04
",34.67948269844055
193,95.00,28.20,807,62,"27.04
",35.64937210083008
194,95.00,28.20,742,52,"27.67
",36.64345049858093
195,95.00,28.10,816,63,"27.04
",37.659993171691895
196,95.00,28.10,640,36,"27.04
",38.629618406295776
197,95.00,28.10,566,25,"27.04
",39.622859716415405
198,95.00,27.50,537,20,"27.04
",40.64195370674133
199,95.00,27.50,529,19,"27.04
",41.609421253204346
200,95.00,27.50,525,19,"26.41
",42.60266423225403
201,95.00,27.30,503,15,"27.04
",43.62218999862671
202,95.00,27.30,496,14,"26.41
",44.58798360824585
203,95.00,27.30,492,14,"27.04
",45.582030296325684
204,95.00,27.10,483,12,"26.41
",46.60287070274353
205,95.00,27.10,483,12,"26.41
",47.56878471374512
206,95.00,27.10,483,12,"26.41
",48.56553411483765
207,95.00,26.80,481,12,"26.41
",49.5827853679657
208,95.00,26.80,477,11,"26.41
",50.55224132537842
209,95.00,26.80,472,10,"26.41
",51.546042680740356
210,95.00,26.60,471,10,"26.41
",52.56380105018616
211,95.00,26.60,477,11,"26.41
",53.53312563896179
212,95.00,26.60,483,12,"26.41
",54.52500128746033
213,95.00,26.40,487,13,"26.41
",55.54508185386658
214,95.00,26.40,556,23,"26.41
",56.51431179046631
215,95.00,26.40,591,29,"25.80
",57.50707006454468
216,95.00,26.10,585,28,"26.41
",58.526081800460815
217,95.00,26.10,553,23,"25.80
",59.49418044090271
218,95.00,26.10,529,19,"25.80
",60.485929012298584
219,95.00,26.10,529,19,"25.80
",61.50732445716858
220,95.00,26.10,539,21,"25.80
",62.476224184036255
221,95.00,26.10,542,21,"25.80
",63.4656720161438
222,78.00,26.00,537,20,"25.80
",64.48708820343018
223,78.00,26.00,507,16,"25.80
",65.45735001564026
224,78.00,26.00,520,18,"25.80
",66.44932246208191
225,68.00,26.10,537,20,"25.80
",67.46827912330627
226,68.00,26.10,534,20,"25.80
",68.435786485672
227,68.00,26.10,520,18,"25.80
",69.43124461174011
228,58.00,25.90,515,17,"25.80
",70.44593214988708
229,58.00,25.90,497,14,"25.80
",71.41841292381287
230,58.00,25.90,490,13,"25.80
",72.4111819267273
231,54.00,26.00,487,13,"25.80
",73.42770791053772
232,54.00,26.00,481,12,"25.80
",74.39848279953003
233,54.00,26.00,486,13,"25.80
",75.39322590827942
234,52.00,25.90,487,13,"25.80
",76.40967392921448
235,52.00,25.90,487,13,"25.80
",77.3807544708252
236,52.00,25.90,486,13,"25.80
",78.37462401390076
237,46.00,25.90,480,12,"25.80
",79.3918468952179
238,46.00,25.90,481,12,"25.80
",80.35816502571106
239,46.00,25.90,487,13,"25.80
",81.35494327545166
240,45.00,26.00,493,14,"25.80
",82.37308526039124
241,45.00,26.00,500,15,"25.80
",83.33892154693604
242,45.00,26.00,502,15,"25.80
",84.33482480049133
243,44.00,25.70,493,14,"25.80
",85.35468745231628
244,44.00,25.70,483,12,"25.80
",86.32181310653687
245,44.00,25.70,477,11,"25.80
",87.31563758850098
246,44.00,25.60,466,10,"25.80
",88.3353009223938
247,44.00,25.60,463,9,"25.80
",89.30262494087219
248,44.00,25.60,457,8,"25.00
",90.29756999015808
249,44.00,25.80,459,8,"25.00
",91.3156988620758
250,44.00,25.80,456,8,"25.80
",92.28408932685852
251,44.00,25.80,454,8,"25.00
",93.27733612060547
252,42.00,25.80,451,7,"25.00
",94.29049801826477
253,42.00,25.80,448,7,"25.00
",95.26508498191833
254,42.00,25.80,447,7,"25.00
",96.25816583633423
255,41.00,25.90,445,6,"25.00
",97.27832341194153
256,41.00,25.90,445,6,"25.00
",98.24723219871521
257,41.00,25.90,443,6,"25.00
",99.23752498626709
258,41.00,25.80,442,6,"25.00
",100.2582528591156
259,41.00,25.80,447,7,"25.00
",101.22740364074707
260,41.00,25.80,454,8,"25.00
",102.22064876556396
261,41.00,25.90,448,7,"25.00
",103.24026608467102
262,41.00,25.90,451,7,"25.00
",104.20701932907104
263,41.00,25.90,447,7,"25.00
",105.20291757583618
264,41.00,25.30,443,6,"25.00
",106.22122001647949
265,41.00,25.30,443,6,"25.00
",107.18659973144531
266,41.00,25.30,442,6,"25.00
",108.18218874931335
267,41.00,25.20,448,7,"25.00
",109.20113348960876
268,41.00,25.20,447,7,"25.00
",110.17099499702454
269,41.00,25.20,445,6,"25.00
",111.16404700279236
270,41.00,25.40,442,6,"25.00
",112.18251061439514
271,41.00,25.40,438,5,"25.00
",113.150141954422
272,41.00,25.40,438,5,"25.00
",114.1439254283905
273,40.00,25.10,433,5,"25.00
",115.16397643089294
274,40.00,25.10,433,5,"25.00
",116.1294367313385
275,40.00,25.10,433,5,"25.00
",117.12508416175842
276,40.00,25.90,433,5,"25.00
",118.14522576332092
277,40.00,25.90,438,5,"25.00
",119.11326289176941
